time,status,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30
1.768777565884203,1,-0.877,-0.614,-0.568,0.662,1.822,-1.091,-0.332,3.675,0.246,1.138,-0.46,-0.618,0.365,-1.365,1.79,-0.6,0.071,-1.107,1.047,0.085,0.87,-0.486,0.233,-0.89,1.537,0.362,-0.052,-0.178,0.945,1.775
0.5452840449249775,1,-0.746,-1.752,0.285,1.139,0.802,1.85,0.307,-1.373,-0.032,0.748,-0.899,0.282,1.542,0.222,-0.447,1.808,1.541,1.762,-0.911,0.185,-0.443,-0.136,0.178,-0.121,1.011,0.978,0.905,-1.424,-0.733,-0.057
0.04485917798982136,0,1.376,-0.264,0.887,0.384,0.058,-1.092,0.821,2.296,-0.448,-0.305,-3.682,1.313,-1.864,-0.204,0.889,-0.396,0.55,0.163,-2.45,-1.307,0.393,1.112,0.006,-1.462,-1.3,-2.768,-0.167,-0.7,0.929,-1.561
0.8503229826466056,0,0.238,0.786,-0.897,-0.834,-0.582,0.187,-0.586,0.476,-0.606,-1.27,0.868,-0.483,-0.101,0.942,-0.235,0.262,0.459,0.389,-1.539,-0.591,-0.814,-1.198,0.75,-0.983,2.005,-0.571,-0.235,0.939,0.363,0.549
0.614884258533517,1,0.109,0.467,-0.576,1.704,0.328,-0.121,0.885,0.451,0.589,0.55,0.552,-1.105,1.598,-0.339,-0.501,-1.205,-1.96,-0.769,0.714,1.264,0.16,-1.063,1.717,-0.222,0.785,-0.613,1.264,-1.801,-1.588,1.009
0.2986093932419674,0,1.203,-0.419,-0.057,0.595,0.443,-0.119,0.081,0.165,0.356,0.719,-0.049,1.363,-0.612,-1.659,-0.287,0.968,-0.835,-0.567,0.786,-0.334,-0.424,-0.6,-0.728,-1.793,-1.388,-1.714,-0.192,-0.934,0.256,-1.382
0.017173981378438063,0,-0.459,0.414,0.873,1.377,0.967,1.222,2.884,2.047,-0.468,-0.564,0.6,-0.344,0.219,-0.109,0.866,0.014,-0.388,-1.437,0.965,-0.186,-0.922,1.678,1.161,0.115,-0.457,0.915,-1.219,-1.096,-0.337,-0.132
15.971350115021288,1,0.64,0.975,-0.384,0.025,0.746,1.533,-1.678,0.144,-0.438,-0.784,-1.222,-2.348,-1.839,0.577,0.391,-0.081,-0.521,0.766,0.407,0.192,1.102,-1.158,0.213,-0.564,0.726,1.893,1.36,0.06,1.338,-0.422
0.6480161434237074,1,0.417,0.836,1.545,-1.03,-1.238,-0.773,0.361,2.397,1.648,0.517,-0.583,1.069,-0.914,-0.979,1.053,-0.575,0.942,1.821,-0.618,0.057,-1.002,1.555,-2.051,0.663,0.977,-0.849,-0.223,-1.106,0.36,-0.054
1.914483211464516,0,0.777,0.814,-0.423,-0.443,0.021,1.014,0.619,0.878,-0.208,0.946,-1.22,-0.034,-1.377,-0.382,-0.596,0.096,0.686,-1.361,0.756,-0.113,0.034,-1.016,0.551,0.59,-0.662,0.049,-0.47,1.375,-0.93,1.067
1.3773758182218194,1,1.984,2.165,1.262,-1.01,-1.846,-0.171,-0.885,-0.242,-0.525,-0.347,-1.067,-1.357,1.532,-0.282,0.317,0.505,-0.103,0.93,-1.395,0.002,-1.188,0.871,1.286,-0.817,1.577,0.496,-0.436,-0.215,-0.769,0.616
0.5048833136735811,1,0.051,0.774,-1.438,-0.17,0.87,-0.509,-0.438,-1.324,1.306,-0.232,-0.096,-0.386,1.358,-0.878,-0.129,0.961,-0.622,-0.889,0.011,-0.119,-0.661,0.967,-1.094,0.575,1.723,-0.321,0.776,-0.125,-1.169,-0.541
0.17548441521569932,1,-0.469,-0.162,-0.295,1.893,-0.606,0.191,-1.181,1.768,0.702,-1.288,-1.981,-0.13,1.045,-0.949,0.68,-0.857,-0.337,0.057,0.056,1.287,1.981,-0.669,0.252,0.978,0.173,-1.473,-1.167,0.412,-0.402,-1.238
0.050297939885979685,0,-1.028,-1.48,-0.06,0.893,-0.741,-1.008,0.501,-0.059,0.334,-0.485,0.888,0.666,1.02,-1.163,-0.845,-1.846,0.956,0.266,-2.041,1.237,0.27,-2.1,2.464,0.512,1.084,-0.996,-1.434,-0.145,-1.179,-0.55
1.7715586511371098,0,-1.286,-0.196,-1.215,-2.494,1.042,0.645,0.401,0.66,0.347,0.637,1.589,-0.839,0.328,0.233,-1.01,0.771,-0.03,0.449,-0.97,0.707,0.87,-1.73,0.642,-0.47,0.7,-0.516,1.126,-0.55,1.08,1.476
1.028727214501378,0,-0.379,-0.251,-0.111,0.345,0.624,0.969,-0.376,-0.179,-0.008,0.593,-0.494,-0.866,-0.164,-0.957,0.171,-1.575,-0.693,0.608,-0.211,0.645,1.086,-0.124,-0.387,-1.299,-0.107,1.263,-0.38,-1.239,1.235,-1.068
0.6263052970894578,0,1.835,0.12,1.33,1.284,-0.656,0.56,-0.387,0.043,0.063,2.555,1.558,0.323,0.338,0.839,1.149,1.559,0.029,-0.295,-0.394,-0.376,-0.07,0.537,1.595,-0.426,-0.605,-1.331,-0.207,-1.505,0.604,0.136
1.6353893797731074,1,-0.038,0.107,0.125,-0.578,-1.306,-0.073,1.33,-0.472,-1.266,-0.507,-1.721,-0.256,0.484,0.134,-0.643,1.055,1.388,1.278,1.771,-2.372,0.793,0.165,-1.748,0.403,0.088,0.843,0.428,0.252,-1.006,2.088
0.6185495924372231,1,0.207,0.25,0.374,-1.215,-1.364,0.301,1.065,0.115,-0.196,0.343,0.233,0.067,-0.781,-0.905,1.172,-0.14,0.099,-1.583,2.277,0.616,-0.877,-0.262,0.48,-0.64,0.552,0.701,0.238,-0.946,1.298,0.916
0.2914897850426756,0,1.553,-1.114,-2.021,0.463,-0.48,-0.447,0.599,0.037,-1.474,0.209,-1.141,-0.395,1.444,-0.151,-0.59,-0.65,0.143,0.316,-1.166,0.111,-0.237,0.583,-0.37,0.96,0.368,-0.903,-0.052,-1.552,0.33,-1.328
0.03293095325974798,0,1.201,-0.616,-1.014,-1.331,0.246,-0.449,-1.322,0.619,-1.102,3.041,-0.235,-0.116,-0.12,-1.353,1.227,1.558,-0.03,-2.402,-0.956,1.027,0.337,-0.765,1.005,0.123,0.73,0.233,0.419,-1.511,-0.542,-0.249
0.938348018127072,0,0.778,-0.147,0.699,0.238,0.739,-0.181,0.213,0.047,-1.293,-0.34,-0.701,-0.475,-1.365,-0.428,-1.703,-1.523,0.911,-0.69,0.936,-1.765,0.114,-0.271,0.697,1.554,1.021,-0.266,0.385,0.986,0.276,0.756
0.06429939678285004,1,-0.752,-0.265,0.597,0.102,-0.993,0.155,-0.731,0.342,0.382,0.458,-0.413,-2.402,-1.904,-1.542,-2.82,-0.962,-0.766,1.044,1.088,-1.328,-0.808,-0.378,0.841,0.569,0.692,0.178,2.719,0.843,-1.093,-0.894
0.3209450226220302,0,0.239,0.598,0.275,0.265,0.467,-1.127,0.355,0.249,0.056,1.481,0.352,-0.039,-1.427,0.582,0.411,-0.619,-1.941,-1.026,0.735,-1.168,-0.331,1.661,0.259,0.119,1.51,0.649,0.971,-1.89,1.038,0.44
0.5859309207963,1,-0.782,-0.036,-0.138,-2.046,0.967,-1.016,1.213,-0.736,0.298,-0.39,-1.524,-0.205,0.747,-0.022,0.924,-2.009,-0.205,0.16,0.263,-1.354,-1.157,-0.119,-1.54,-0.548,-2.176,-0.701,-0.37,1.626,0.197,-0.851
0.15941910867861955,0,-0.936,0.278,-0.348,1.568,-2.831,0.749,-1.454,1.546,1.135,-0.9,0.565,1.226,-0.712,-0.967,0.608,-0.077,-1.424,-0.597,1.069,1.151,-1.207,0.725,0.543,-0.552,0.646,-0.444,0.451,1.498,-1.282,0.488
2.016999897263531,0,-1.971,0.608,1.708,0.563,0.938,-1.884,-0.065,-0.212,-0.389,0.676,-0.392,-1.361,-0.371,-0.461,0.821,0.102,-1.075,-0.237,-0.764,-1.442,-0.081,-0.281,-0.206,2.198,1.435,0.142,-0.033,-0.807,2.906,2.083
