iShares MSCI World ETF
Fund Holdings as of,"Nov 04, 2020"
Inception Date,"Jan 10, 2012"
Shares Outstanding,"10,200,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,CUSIP,ISIN,SEDOL,Price,Location,Exchange,Currency,FX Rate,Maturity,Market Currency
"A17U","ASCENDAS REAL ESTATE INVESTMENT TR","Real Estate","Equity","418,937.66","0.04","418,937.66","189,023.00","S65638751","SG1M77906915","6563875","2.22","Singapore","Singapore Exchange","USD","1.36","-","SGD"
"DGX","QUEST DIAGNOSTICS INC","Health Care","Equity","418,529.28","0.04","418,529.28","3,328.00","74834L100","US74834L1008","2702791","125.76","United States","New York Stock Exchange Inc.","USD","1.00","-","USD"
"SLB","SCHLUMBERGER NV","Energy","Equity","417,328.04","0.04","417,328.04","26,132.00","806857108","AN8068571086","2779201","15.97","United States","New York Stock Exchange Inc.","USD","1.00","-","USD"
"PPL","PPL CORP","Utilities","Equity","416,259.28","0.04","416,259.28","14,909.00","69351T106","US69351T1060","2680905","27.92","United States","New York Stock Exchange Inc.","USD","1.00","-","USD"
"NOKIA","NOKIA","Information Technology","Equity","416,060.06","0.04","416,060.06","121,383.00","S59029413","FI0009000681","5902941","3.43","Finland","Nasdaq Omx Helsinki Ltd.","USD","0.85","-","EUR"
"GRMN","GARMIN LTD","Consumer Discretionary","Equity","414,666.02","0.04","414,666.02","3,727.00","-","CH0114405324","B3Z5T14","111.26","United States","NASDAQ","USD","1.00","-","USD"
"BEI","BEIERSDORF AG","Consumer Staples","Equity","414,390.79","0.04","414,390.79","3,778.00","S51074011","DE0005200000","5107401","109.69","Germany","Xetra","USD","0.85","-","EUR"
"ARE","ALEXANDRIA REAL ESTATE EQUITIES RE","Real Estate","Equity","412,939.92","0.04","412,939.92","2,603.00","015271109","US0152711091","2009210","158.64","United States","New York Stock Exchange Inc.","USD","1.00","-","USD"
"VMC","VULCAN MATERIALS","Materials","Equity","411,807.20","0.04","411,807.20","3,020.00","929160109","US9291601097","2931205","136.36","United States","New York Stock Exchange Inc.","USD","1.00","-","USD"
"UCG","UNICREDIT","Financials","Equity","410,801.52","0.04","410,801.52","50,051.00","-","IT0005239360","BYMXPS7","8.21","Italy","Borsa Italiana","USD","0.85","-","EUR"
"EQR","EQUITY RESIDENTIAL REIT","Real Estate","Equity","410,597.64","0.04","410,597.64","8,089.00","29476L107","US29476L1070","2319157","50.76","United States","New York Stock Exchange Inc.","USD","1.00","-","USD"
"AVTR","AVANTOR INC","Health Care","Equity","409,158.72","0.04","409,158.72","16,714.00","05352A100","US05352A1007","BJLT387","24.48","United States","New York Stock Exchange Inc.","USD","1.00","-","USD"
"FITB","FIFTH THIRD BANCORP","Financials","Equity","409,170.30","0.04","409,170.30","17,713.00","316773100","US3167731005","2336747","23.10","United States","NASDAQ","USD","1.00","-","USD"
"EDP","EDP ENERGIAS DE PORTUGAL SA","Utilities","Equity","408,879.30","0.04","408,879.30","79,839.00","S41035965","PTEDP0AM0009","4103596","5.12","Portugal","Nyse Euronext - Euronext Lisbon","USD","0.85","-","EUR"
"4523","EISAI LTD","Health Care","Equity","408,790.74","0.04","408,790.74","5,100.00","S63072003","JP3160400002","6307200","80.16","Japan","Tokyo Stock Exchange","USD","104.49","-","JPY"
"VAR","VARIAN MEDICAL SYSTEMS INC","Health Care","Equity","408,830.04","0.04","408,830.04","2,358.00","92220P105","US92220P1057","2927516","173.38","United States","New York Stock Exchange Inc.","USD","1.00","-","USD"
"SRG","SNAM","Utilities","Equity","408,340.15","0.04","408,340.15","79,570.00","S72514706","IT0003153415","7251470","5.13","Italy","Borsa Italiana","USD","0.85","-","EUR"
"LYB","LYONDELLBASELL INDUSTRIES NV CLASS","Materials","Equity","407,969.40","0.04","407,969.40","5,865.00","-","NL0009434992","B3SPXZ3","69.56","United States","New York Stock Exchange Inc.","USD","1.00","-","USD"
"4689","Z HOLDINGS CORP","Communication","Equity","407,306.31","0.04","407,306.31","66,600.00","S60848488","JP3933800009","6084848","6.12","Japan","Tokyo Stock Exchange","USD","104.49","-","JPY"
"EXAS","EXACT SCIENCES CORP","Health Care","Equity","406,395.00","0.04","406,395.00","3,300.00","30063P105","US30063P1057","2719951","123.15","United States","NASDAQ","USD","1.00","-","USD"
"K","KINROSS GOLD CORP","Materials","Equity","405,428.95","0.04","405,428.95","50,001.00","496902404","CA4969024047","B03Z841","8.11","Canada","Toronto Stock Exchange","USD","1.31","-","CAD"
"8697","JAPAN EXCHANGE GROUP INC","Financials","Equity","404,967.22","0.04","404,967.22","17,000.00","S67438820","JP3183200009","6743882","23.82","Japan","Tokyo Stock Exchange","USD","104.49","-","JPY"
"CBRE","CBRE GROUP INC CLASS A","Real Estate","Equity","404,950.11","0.04","404,950.11","7,789.00","12504L109","US12504L1098","B6WVMH3","51.99","United States","New York Stock Exchange Inc.","USD","1.00","-","USD"
"6506","YASKAWA ELECTRIC CORP","Industrials","Equity","404,641.81","0.04","404,641.81","10,200.00","S69860419","JP3932000007","6986041","39.67","Japan","Tokyo Stock Exchange","USD","104.49","-","JPY"
"NTRS","NORTHERN TRUST CORP","Financials","Equity","404,547.92","0.04","404,547.92","5,128.00","665859104","US6658591044","2648668","78.89","United States","NASDAQ","USD","1.00","-","USD"
"MRNA","MODERNA INC","Health Care","Equity","404,269.71","0.04","404,269.71","5,791.00","60770K107","US60770K1079","BGSXTS3","69.81","United States","NASDAQ","USD","1.00","-","USD"
"O39","OVERSEA-CHINESE BANKING LTD","Financials","Equity","404,144.02","0.04","404,144.02","63,600.00","-","SG1S04926220","B0F9V20","6.35","Singapore","Singapore Exchange","USD","1.36","-","SGD"
"7270","SUBARU CORP","Consumer Discretionary","Equity","403,860.84","0.04","403,860.84","20,400.00","S63564066","JP3814800003","6356406","19.80","Japan","Tokyo Stock Exchange","USD","104.49","-","JPY"
"CARL B","CARLSBERG AS CL B","Consumer Staples","Equity","403,556.24","0.04","403,556.24","3,007.00","S41692195","DK0010181759","4169219","134.21","Denmark","Omx Nordic Exchange Copenhagen A/S","USD","6.36","-","DKK"
"AKZA","AKZO NOBEL NV","Materials","Equity","403,393.89","0.04","403,393.89","3,942.00","-","NL0013267909","BJ2KSG2","102.33","Netherlands","Euronext Amsterdam","USD","0.85","-","EUR"
"KSU","KANSAS CITY SOUTHERN","Industrials","Equity","403,246.90","0.04","403,246.90","2,245.00","485170302","US4851703029","2607647","179.62","United States","New York Stock Exchange Inc.","USD","1.00","-","USD"
"4578","OTSUKA HOLDINGS LTD","Health Care","Equity","403,187.06","0.04","403,187.06","10,300.00","-","JP3188220002","B5LTM93","39.14","Japan","Tokyo Stock Exchange","USD","104.49","-","JPY"
"TRI","THOMSON REUTERS CORP","Industrials","Equity","403,035.40","0.04","403,035.40","4,805.00","884903709","CA8849037095","BFXPTB0","83.88","Canada","Toronto Stock Exchange","USD","1.31","-","CAD"
"823","LINK REAL ESTATE INVESTMENT TRUST","Real Estate","Equity","402,066.21","0.04","402,066.21","51,500.00","-","HK0823032773","B0PB4M7","7.81","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.76","-","HKD"
"SY1","SYMRISE AG","Materials","Equity","401,910.54","0.04","401,910.54","3,122.00","-","DE000SYM9999","B1JB4K8","128.74","Germany","Xetra","USD","0.85","-","EUR"
"NCM","NEWCREST MINING LTD","Materials","Equity","401,572.81","0.04","401,572.81","18,668.00","S66371014","AU000000NCM7","6637101","21.51","Australia","Asx - All Markets","USD","1.40","-","AUD"
"9022","CENTRAL JAPAN RAILWAY","Industrials","Equity","398,014.07","0.04","398,014.07","3,100.00","S61835526","JP3566800003","6183552","128.39","Japan","Tokyo Stock Exchange","USD","104.49","-","JPY"
"K","KELLOGG","Consumer Staples","Equity","396,166.98","0.04","396,166.98","6,231.00","487836108","US4878361082","2486813","63.58","United States","New York Stock Exchange Inc.","USD","1.00","-","USD"
"CRWD","CROWDSTRIKE HOLDINGS INC CLASS A","Information Technology","Equity","394,646.40","0.04","394,646.40","2,895.00","22788C105","US22788C1053","BJJP138","136.32","United States","NASDAQ","USD","1.00","-","USD"
"KMX","CARMAX INC","Consumer Discretionary","Equity","394,672.05","0.04","394,672.05","4,311.00","143130102","US1431301027","2983563","91.55","United States","New York Stock Exchange Inc.","USD","1.00","-","USD"
"SOON","SONOVA HOLDING AG","Health Care","Equity","393,593.95","0.04","393,593.95","1,564.00","S71560361","CH0012549785","7156036","251.66","Switzerland","Six Swiss Exchange Ag","USD","0.91","-","CHF"
"DHER","DELIVERY HERO","Consumer Discretionary","Equity","393,361.69","0.04","393,361.69","3,162.00","-","DE000A2E4K43","BZCNB42","124.40","Germany","Xetra","USD","0.85","-","EUR"
"4042","TOSOH CORP","Materials","Equity","392,575.01","0.04","392,575.01","24,100.00","S69002897","JP3595200001","6900289","16.29","Japan","Tokyo Stock Exchange","USD","104.49","-","JPY"
"VLO","VALERO ENERGY CORP","Energy","Equity","391,882.32","0.04","391,882.32","10,056.00","91913Y100","US91913Y1001","2041364","38.97","United States","New York Stock Exchange Inc.","USD","1.00","-","USD"
"ABC","AMERISOURCEBERGEN CORP","Health Care","Equity","391,402.72","0.04","391,402.72","3,728.00","03073E105","US03073E1055","2795393","104.99","United States","New York Stock Exchange Inc.","USD","1.00","-","USD"
"HRL","HORMEL FOODS CORP","Consumer Staples","Equity","390,618.35","0.04","390,618.35","7,789.00","440452100","US4404521001","2437264","50.15","United States","New York Stock Exchange Inc.","USD","1.00","-","USD"
"AVY","AVERY DENNISON CORP","Materials","Equity","389,993.60","0.04","389,993.60","2,720.00","053611109","US0536111091","2066408","143.38","United States","New York Stock Exchange Inc.","USD","1.00","-","USD"
"8630","SOMPO HOLDINGS INC","Financials","Equity","389,090.30","0.04","389,090.30","10,300.00","-","JP3165000005","B62G7K6","37.78","Japan","Tokyo Stock Exchange","USD","104.49","-","JPY"
"7532","PAN PACIFIC INTERNATIONAL HOLDINGS","Consumer Discretionary","Equity","388,760.11","0.04","388,760.11","17,800.00","S62698618","JP3639650005","6269861","21.84","Japan","Tokyo Stock Exchange","USD","104.49","-","JPY"
"JHX","JAMES HARDIE INDUSTRIES CDI PLC","Materials","Equity","388,411.26","0.04","388,411.26","14,625.00","-","AU000000JHX1","B60QWJ2","26.56","Australia","Asx - All Markets","USD","1.40","-","AUD"
"QRVO","QORVO INC","Information Technology","Equity","388,113.48","0.04","388,113.48","2,902.00","74736K101","US74736K1016","BR9YYP4","133.74","United States","NASDAQ","USD","1.00","-","USD"
"LOGN","LOGITECH INTERNATIONAL SA","Information Technology","Equity","386,833.84","0.04","386,833.84","4,352.00","-","CH0025751329","B18ZRK2","88.89","Switzerland","SIX Swiss Exchange","USD","0.91","-","CHF"
"MDB","MONGODB INC CLASS A","Information Technology","Equity","386,089.26","0.04","386,089.26","1,578.00","60937P106","US60937P1066","BF2FJ99","244.67","United States","NASDAQ","USD","1.00","-","USD"
"UCB","UCB SA","Health Care","Equity","384,991.59","0.04","384,991.59","3,428.00","S55969919","BE0003739530","5596991","112.31","Belgium","Nyse Euronext - Euronext Brussels","USD","0.85","-","EUR"
"6869","SYSMEX CORP","Health Care","Equity","384,935.64","0.04","384,935.64","4,000.00","S68838077","JP3351100007","6883807","96.23","Japan","Tokyo Stock Exchange","USD","104.49","-","JPY"
"XYL","XYLEM INC","Industrials","Equity","384,261.84","0.04","384,261.84","4,428.00","98419M100","US98419M1009","B3P2CN8","86.78","United States","New York Stock Exchange Inc.","USD","1.00","-","USD"
"FTS","FORTIS INC","Utilities","Equity","383,632.60","0.04","383,632.60","9,536.00","349553107","CA3495531079","2347200","40.23","Canada","Toronto Stock Exchange","USD","1.31","-","CAD"
"SSE","SSE PLC","Utilities","Equity","383,565.43","0.04","383,565.43","22,270.00","S07908734","GB0007908733","0790873","17.22","United Kingdom","London Stock Exchange","USD","0.77","-","GBP"
"SN.","SMITH AND NEPHEW PLC","Health Care","Equity","382,125.01","0.04","382,125.01","20,645.00","S09223207","GB0009223206","0922320","18.51","United Kingdom","London Stock Exchange","USD","0.77","-","GBP"
"RCI.B","ROGERS COMMUNICATIONS NON-VOTING I","Communication","Equity","381,911.69","0.04","381,911.69","9,089.00","775109200","CA7751092007","2169051","42.02","Canada","Toronto Stock Exchange","USD","1.31","-","CAD"
"GIB.A","CGI INC","Information Technology","Equity","381,870.71","0.04","381,870.71","5,928.00","12532H104","CA12532H1047","BJ2L575","64.42","Canada","Toronto Stock Exchange","USD","1.31","-","CAD"
"1","CK HUTCHISON HOLDINGS LTD","Industrials","Equity","381,458.92","0.04","381,458.92","61,000.00","-","KYG217651051","BW9P816","6.25","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.76","-","HKD"
"KKR","KKR AND CO INC","Financials","Equity","380,490.30","0.04","380,490.30","10,242.00","48251W104","US48251W1045","BG1FRR1","37.15","United States","New York Stock Exchange Inc.","USD","1.00","-","USD"
"2503","KIRIN HOLDINGS LTD","Consumer Staples","Equity","379,650.67","0.04","379,650.67","20,400.00","497350108","JP3258000003","6493745","18.61","Japan","Tokyo Stock Exchange","USD","104.49","-","JPY"
"G","ASSICURAZIONI GENERALI","Financials","Equity","379,635.70","0.04","379,635.70","26,577.00","S40567190","IT0000062072","4056719","14.28","Italy","Borsa Italiana","USD","0.85","-","EUR"
"5713","SUMITOMO METAL MINING LTD","Materials","Equity","379,044.84","0.04","379,044.84","11,700.00","S68588490","JP3402600005","6858849","32.40","Japan","Tokyo Stock Exchange","USD","104.49","-","JPY"
"4536","SANTEN PHARMACEUTICAL LTD","Health Care","Equity","378,576.83","0.04","378,576.83","20,400.00","S67766063","JP3336000009","6776606","18.56","Japan","Tokyo Stock Exchange","USD","104.49","-","JPY"
"WAT","WATER CORP","Health Care","Equity","378,199.25","0.04","378,199.25","1,775.00","941848103","US9418481035","2937689","213.07","United States","New York Stock Exchange Inc.","USD","1.00","-","USD"
"NZYM B","NOVOZYMES B","Materials","Equity","377,842.47","0.04","377,842.47","6,075.00","-","DK0060336014","B798FW0","62.20","Denmark","Omx Nordic Exchange Copenhagen A/S","USD","6.36","-","DKK"
"TFX","TELEFLEX INC","Health Care","Equity","377,405.00","0.04","377,405.00","1,148.00","879369106","US8793691069","2881407","328.75","United States","New York Stock Exchange Inc.","USD","1.00","-","USD"
"TRMB","TRIMBLE INC","Information Technology","Equity","375,929.67","0.04","375,929.67","7,089.00","896239100","US8962391004","2903958","53.03","United States","NASDAQ","USD","1.00","-","USD"
"SSNC","SS AND C TECHNOLOGIES HOLDINGS INC","Information Technology","Equity","375,426.75","0.04","375,426.75","5,945.00","78467J100","US78467J1007","B58YSC6","63.15","United States","NASDAQ","USD","1.00","-","USD"
"ESS","ESSEX PROPERTY TRUST REIT INC","Real Estate","Equity","374,555.50","0.04","374,555.50","1,661.00","297178105","US2971781057","2316619","225.50","United States","New York Stock Exchange Inc.","USD","1.00","-","USD"
"SIVB","SVB FINANCIAL GROUP","Financials","Equity","373,962.16","0.04","373,962.16","1,261.00","78486Q101","US78486Q1013","2808053","296.56","United States","NASDAQ","USD","1.00","-","USD"
"4612","NIPPON PAINT HOLDINGS LTD","Materials","Equity","373,957.98","0.04","373,957.98","4,100.00","S66405077","JP3749400002","6640507","91.21","Japan","Tokyo Stock Exchange","USD","104.49","-","JPY"
"EXPD","EXPEDITORS INTERNATIONAL OF WASHIN","Industrials","Equity","373,799.00","0.04","373,799.00","4,300.00","302130109","US3021301094","2325507","86.93","United States","NASDAQ","USD","1.00","-","USD"
"CTLT","CATALENT INC","Health Care","Equity","372,846.23","0.04","372,846.23","3,673.00","148806102","US1488061029","BP96PQ4","101.51","United States","New York Stock Exchange Inc.","USD","1.00","-","USD"
"COUP","COUPA SOFTWARE INC","Information Technology","Equity","372,775.50","0.04","372,775.50","1,350.00","22266L106","US22266L1061","BD87XR1","276.13","United States","NASDAQ","USD","1.00","-","USD"
"MG","MAGNA INTERNATIONAL INC","Consumer Discretionary","Equity","371,519.09","0.04","371,519.09","7,175.00","559222401","CA5592224011","2554475","51.78","Canada","Toronto Stock Exchange","USD","1.31","-","CAD"
"Z","ZILLOW GROUP INC CLASS C","Communication","Equity","371,214.30","0.04","371,214.30","3,714.00","98954M200","US98954M2008","BYXJF62","99.95","United States","NASDAQ","USD","1.00","-","USD"
"SWED A","SWEDBANK","Financials","Equity","371,009.20","0.04","371,009.20","21,954.00","S48465231","SE0000242455","4846523","16.90","Sweden","Nasdaq Omx Nordic","USD","8.79","-","SEK"
"FTNT","FORTINET INC","Information Technology","Equity","370,224.40","0.04","370,224.40","3,185.00","34959E109","US34959E1091","B5B2106","116.24","United States","NASDAQ","USD","1.00","-","USD"
"MLM","MARTIN MARIETTA MATERIALS INC","Materials","Equity","369,728.32","0.04","369,728.32","1,457.00","573284106","US5732841060","2572079","253.76","United States","New York Stock Exchange Inc.","USD","1.00","-","USD"
"BMRN","BIOMARIN PHARMACEUTICAL INC","Health Care","Equity","368,179.77","0.04","368,179.77","4,821.00","09061G101","US09061G1013","2437071","76.37","United States","NASDAQ","USD","1.00","-","USD"
"DOV","DOVER CORP","Industrials","Equity","368,103.89","0.04","368,103.89","3,227.00","260003108","US2600031080","2278407","114.07","United States","New York Stock Exchange Inc.","USD","1.00","-","USD"
"W","WAYFAIR INC CLASS A","Consumer Discretionary","Equity","367,674.15","0.04","367,674.15","1,361.00","94419L101","US94419L1017","BQXZP64","270.15","United States","New York Stock Exchange Inc.","USD","1.00","-","USD"
"SWMA","SWEDISH MATCH","Consumer Staples","Equity","366,590.47","0.04","366,590.47","4,613.00","S50485663","SE0000310336","5048566","79.47","Sweden","Nasdaq Omx Nordic","USD","8.79","-","SEK"
"POLI","BANK HAPOALIM BM","Financials","Equity","366,211.83","0.04","366,211.83","61,041.00","S60758083","IL0006625771","6075808","6.00","Israel","Tel Aviv Stock Exchange","USD","3.39","-","ILS"
"TSN","TYSON FOODS INC CLASS A","Consumer Staples","Equity","366,209.58","0.04","366,209.58","6,477.00","902494103","US9024941034","2909730","56.54","United States","New York Stock Exchange Inc.","USD","1.00","-","USD"
"MAS","MASCO CORP","Industrials","Equity","363,867.36","0.04","363,867.36","6,348.00","574599106","US5745991068","2570200","57.32","United States","New York Stock Exchange Inc.","USD","1.00","-","USD"
"RF","REGIONS FINANCIAL CORP","Financials","Equity","363,595.96","0.04","363,595.96","27,692.00","7591EP100","US7591EP1005","B01R311","13.13","United States","New York Stock Exchange Inc.","USD","1.00","-","USD"
"SEB A","SKANDINAVISKA ENSKILDA BANKEN","Financials","Equity","361,949.24","0.03","361,949.24","39,041.00","S48133458","SE0000148884","4813345","9.27","Sweden","Nasdaq Omx Nordic","USD","8.79","-","SEK"
"BNR","BRENNTAG AG","Industrials","Equity","361,196.92","0.03","361,196.92","5,328.00","-","DE000A1DAHH0","B4YVF56","67.79","Germany","Xetra","USD","0.85","-","EUR"
"CFG","CITIZENS FINANCIAL GROUP INC","Financials","Equity","360,292.48","0.03","360,292.48","13,484.00","174610105","US1746101054","BQRX1X3","26.72","United States","New York Stock Exchange Inc.","USD","1.00","-","USD"
"AKAM","AKAMAI TECHNOLOGIES INC","Information Technology","Equity","359,213.44","0.03","359,213.44","3,616.00","00971T101","US00971T1016","2507457","99.34","United States","NASDAQ","USD","1.00","-","USD"
"STE","STERIS","Health Care","Equity","358,792.40","0.03","358,792.40","2,020.00","G8473T100","IE00BFY8C754","BFY8C75","177.62","United States","New York Stock Exchange Inc.","USD","1.00","-","USD"
"NDAQ","NASDAQ INC","Financials","Equity","358,290.30","0.03","358,290.30","2,771.00","631103108","US6311031081","2965107","129.30","United States","NASDAQ","USD","1.00","-","USD"
"DNB","DNB","Financials","Equity","357,589.92","0.03","357,589.92","24,512.00","S42633040","NO0010031479","4263304","14.59","Norway","Oslo Bors Asa","USD","9.32","-","NOK"
"BNZL","BUNZL","Industrials","Equity","357,517.35","0.03","357,517.35","10,875.00","-","GB00B0744B38","B0744B3","32.88","United Kingdom","London Stock Exchange","USD","0.77","-","GBP"
"9843","NITORI HOLDINGS LTD","Consumer Discretionary","Equity","356,807.20","0.03","356,807.20","1,700.00","S66448002","JP3756100008","6644800","209.89","Japan","Tokyo Stock Exchange","USD","104.49","-","JPY"
"7751","CANON INC","Information Technology","Equity","355,050.01","0.03","355,050.01","20,400.00","S61723235","JP3242800005","6172323","17.40","Japan","Tokyo Stock Exchange","USD","104.49","-","JPY"
"9007","ODAKYU ELECTRIC RAILWAY LTD","Industrials","Equity","354,284.35","0.03","354,284.35","13,700.00","S66561069","JP3196000008","6656106","25.86","Japan","Tokyo Stock Exchange","USD","104.49","-","JPY"
"SLHN","SWISS LIFE HOLDING AG","Financials","Equity","353,019.68","0.03","353,019.68","959.00","S74378050","CH0014852781","7437805","368.11","Switzerland","Six Swiss Exchange Ag","USD","0.91","-","CHF"
"MRU","METRO INC","Consumer Staples","Equity","352,946.18","0.03","352,946.18","7,257.00","59162N109","CA59162N1096","2583952","48.64","Canada","Toronto Stock Exchange","USD","1.31","-","CAD"
"OCDO","OCADO GROUP PLC","Consumer Discretionary","Equity","352,873.31","0.03","352,873.31","10,608.00","-","GB00B3MBS747","B3MBS74","33.26","United Kingdom","London Stock Exchange","USD","0.77","-","GBP"
"GPC","GENUINE PARTS","Consumer Discretionary","Equity","352,882.82","0.03","352,882.82","3,722.00","372460105","US3724601055","2367480","94.81","United States","New York Stock Exchange Inc.","USD","1.00","-","USD"
"ELAN","ELANCO ANIMAL HEALTH INC","Health Care","Equity","352,678.62","0.03","352,678.62","11,122.00","28414H103","US28414H1032","BF5L3T2","31.71","United States","New York Stock Exchange Inc.","USD","1.00","-","USD"
"MKL","MARKEL CORP","Financials","Equity","352,252.97","0.03","352,252.97","361.00","570535104","US5705351048","2566436","975.77","United States","New York Stock Exchange Inc.","USD","1.00","-","USD"
"IFC","INTACT FINANCIAL CORP","Financials","Equity","351,868.74","0.03","351,868.74","3,128.00","45823T106","CA45823T1066","B04YJV1","112.49","Canada","Toronto Stock Exchange","USD","1.31","-","CAD"
"BAER","JULIUS BAER GRUPPE AG","Financials","Equity","351,939.29","0.03","351,939.29","7,296.00","-","CH0102484968","B4R2R50","48.24","Switzerland","Six Swiss Exchange Ag","USD","0.91","-","CHF"
"9020","EAST JAPAN RAILWAY","Industrials","Equity","351,050.39","0.03","351,050.39","6,500.00","S62985429","JP3783600004","6298542","54.01","Japan","Tokyo Stock Exchange","USD","104.49","-","JPY"
"URI","UNITED RENTALS INC","Industrials","Equity","351,033.21","0.03","351,033.21","1,959.00","911363109","US9113631090","2134781","179.19","United States","New York Stock Exchange Inc.","USD","1.00","-","USD"
"HIG","HARTFORD FINANCIAL SERVICES GROUP","Financials","Equity","351,111.69","0.03","351,111.69","9,189.00","416515104","US4165151048","2476193","38.21","United States","New York Stock Exchange Inc.","USD","1.00","-","USD"
"SJM","JM SMUCKER","Consumer Staples","Equity","350,729.38","0.03","350,729.38","3,061.00","832696405","US8326964058","2951452","114.58","United States","New York Stock Exchange Inc.","USD","1.00","-","USD"
"6586","MAKITA CORP","Industrials","Equity","350,729.77","0.03","350,729.77","7,300.00","S65558058","JP3862400003","6555805","48.05","Japan","Tokyo Stock Exchange","USD","104.49","-","JPY"
"CAH","CARDINAL HEALTH INC","Health Care","Equity","350,480.16","0.03","350,480.16","7,089.00","14149Y108","US14149Y1082","2175672","49.44","United States","New York Stock Exchange Inc.","USD","1.00","-","USD"
"HEIA","HEICO CORP CLASS A","Industrials","Equity","349,941.37","0.03","349,941.37","3,511.00","422806208","US4228062083","2237561","99.67","United States","New York Stock Exchange Inc.","USD","1.00","-","USD"
"9735","SECOM LTD","Industrials","Equity","349,179.31","0.03","349,179.31","4,000.00","S67915918","JP3421800008","6791591","87.29","Japan","Tokyo Stock Exchange","USD","104.49","-","JPY"
"2802","AJINOMOTO INC","Consumer Staples","Equity","349,128.10","0.03","349,128.10","16,900.00","S60109063","JP3119600009","6010906","20.66","Japan","Tokyo Stock Exchange","USD","104.49","-","JPY"
"3659","NEXON LTD","Communication","Equity","349,141.03","0.03","349,141.03","12,800.00","-","JP3758190007","B63QM77","27.28","Japan","Tokyo Stock Exchange","USD","104.49","-","JPY"
"TIF","TIFFANY","Consumer Discretionary","Equity","348,511.17","0.03","348,511.17","2,661.00","886547108","US8865471085","2892090","130.97","United States","New York Stock Exchange Inc.","USD","1.00","-","USD"
"EPAM","EPAM SYSTEMS INC","Information Technology","Equity","348,262.74","0.03","348,262.74","1,059.00","29414B104","US29414B1044","B44Z3T8","328.86","United States","New York Stock Exchange Inc.","USD","1.00","-","USD"
"8053","SUMITOMO CORP","Industrials","Equity","348,216.49","0.03","348,216.49","30,600.00","S68589464","JP3404600003","6858946","11.38","Japan","Tokyo Stock Exchange","USD","104.49","-","JPY"
"T","TELUS CORP","Communication","Equity","347,571.97","0.03","347,571.97","19,840.00","87971M103","CA87971M1032","2381093","17.52","Canada","Toronto Stock Exchange","USD","1.31","-","CAD"
"LVS","LAS VEGAS SANDS CORP","Consumer Discretionary","Equity","347,523.33","0.03","347,523.33","6,963.00","517834107","US5178341070","B02T2J7","49.91","United States","New York Stock Exchange Inc.","USD","1.00","-","USD"
"FRE","FRESENIUS SE AND CO KGAA","Health Care","Equity","347,212.24","0.03","347,212.24","8,876.00","S43520972","DE0005785604","4352097","39.12","Germany","Xetra","USD","0.85","-","EUR"
"STERV","STORA ENSO CLASS R","Materials","Equity","346,480.57","0.03","346,480.57","22,650.00","S50726736","FI0009005961","5072673","15.30","Finland","Nasdaq Omx Helsinki Ltd.","USD","0.85","-","EUR"
"AMCR","AMCOR PLC","Materials","Equity","346,385.06","0.03","346,385.06","31,234.00","-","JE00BJ1F3079","BJ1F307","11.09","United States","New York Stock Exchange Inc.","USD","1.00","-","USD"
"SAMPO","SAMPO","Financials","Equity","346,004.72","0.03","346,004.72","8,656.00","S52260387","FI0009003305","5226038","39.97","Finland","Nasdaq Omx Helsinki Ltd.","USD","0.85","-","EUR"
"AUTO","AUTO TRADER GROUP PLC","Communication","Equity","346,024.61","0.03","346,024.61","44,818.00","-","GB00BVYVFW23","BVYVFW2","7.72","United Kingdom","London Stock Exchange","USD","0.77","-","GBP"
"CABO","CABLE ONE INC","Communication","Equity","345,870.98","0.03","345,870.98","182.00","12685J105","US12685J1051","BZ07DS4","1,900.39","United States","New York Stock Exchange Inc.","USD","1.00","-","USD"
"SKF B","SKF B","Industrials","Equity","345,532.28","0.03","345,532.28","15,466.00","-","SE0000108227","B1Q3J35","22.34","Sweden","Nasdaq Omx Nordic","USD","8.79","-","SEK"
"1928","SEKISUI HOUSE LTD","Consumer Discretionary","Equity","345,287.84","0.03","345,287.84","20,400.00","S67939066","JP3420600003","6793906","16.93","Japan","Tokyo Stock Exchange","USD","104.49","-","JPY"
"GWW","WW GRAINGER INC","Industrials","Equity","345,107.91","0.03","345,107.91","921.00","384802104","US3848021040","2380863","374.71","United States","New York Stock Exchange Inc.","USD","1.00","-","USD"
"TEF","TELEFONICA SA","Communication","Equity","344,384.99","0.03","344,384.99","101,917.00","879382109","ES0178430E18","5732524","3.38","Spain","Bolsa De Madrid","USD","0.85","-","EUR"
"AES","AES CORP","Utilities","Equity","343,845.36","0.03","343,845.36","17,244.00","00130H105","US00130H1059","2002479","19.94","United States","New York Stock Exchange Inc.","USD","1.00","-","USD"
"ALL","ARISTOCRAT LEISURE LTD","Consumer Discretionary","Equity","343,181.07","0.03","343,181.07","15,560.00","S62539838","AU000000ALL7","6253983","22.06","Australia","Asx - All Markets","USD","1.40","-","AUD"
